input_seq_id;hit_num;accession_id;definition
100_liquor_Chelyabinsk;212;KC509860;HIV-1 isolate RU_KHB091 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;213;KC509832;HIV-1 isolate RU_IRK010 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;214;MW229170;HIV-1 isolate 65_KRS_08.19 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;215;KC254587;HIV-1 isolate BLG020 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;216;KC208004;HIV-1 isolate RU_BLG005 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;217;KC208003;HIV-1 isolate RU_BLG004 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;218;MW115506;HIV-1 isolate SUR040 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;219;HM345568;HIV-1 isolate 39MOSR from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;220;HM345547;HIV-1 isolate 13MOS from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;221;HQ718025;HIV-1 isolate 192odyssee from France pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;222;HQ161912;HIV-1 isolate VLD126 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;223;EU345693;HIV-1 isolate IR83B from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;224;AY829211;"HIV-1 isolate 02UZ0667 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), and vpu protein (vpu) genes, complete cds"
100_liquor_Chelyabinsk;225;AY829209;"HIV-1 isolate 02UZ0659 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;226;AY829208;"HIV-1 isolate 02UZ740 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;227;AY829205;"HIV-1 isolate 02UZ694 from Uzbekistan gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
100_liquor_Chelyabinsk;228;MK931804;HIV-1 isolate RU_ERS_1459_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;229;MK931624;HIV-1 isolate RU_ERS_0422_2014 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;230;MK029325;HIV-1 isolate 19341 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;231;MK029280;HIV-1 isolate 18964 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;232;MK029262;HIV-1 isolate 18912 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;233;MH667080;HIV-1 isolate MOW273887 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;234;MH543048;HIV-1 isolate 106_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;235;MF403215;HIV-1 isolate A1_2207501862101105 from Spain pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;236;OP805514;HIV-1 isolate 297_KRS_11.21 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;237;OP299039;HIV-1 isolate 21_1PN from Poland pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;238;KP090077;HIV-1 isolate MOS663/RU from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;239;KF720951;HIV-1 isolate AM021_2009 from Armenia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;240;KF177162;HIV-1 isolate RU_KHB048 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;241;KC509842;HIV-1 isolate RU_KHB013 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;242;HF679256;HIV-1 M:A1 Mn-38A1 partial gag-pol gene for polyprotein, protease and reverse transcriptase region
100_liquor_Chelyabinsk;243;JX141215;HIV-1 isolate NNo294/RU from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;244;GQ867608;HIV-1 isolate Dag21 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;245;GQ241002;HIV-1 isolate PN58 from Spain pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;246;FJ009805;HIV-1 isolate RU_SP_B_045 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;247;FJ822078;HIV-1 isolate 24 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;248;FJ491442;HIV-1 isolate 3351 from Russia pol protein (pol) gene, partial cds >gi|1587446124|gb|MK029269.1| HIV-1 isolate 18922 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;249;MK931950;HIV-1 isolate RU_ERS_2210_2018 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;250;MK931853;HIV-1 isolate RU_ERS_1688_2008 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;251;MK931570;HIV-1 isolate RU_ERS_0316_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;252;MK931560;HIV-1 isolate RU_ERS_0302_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;253;MN116293;HIV-1 isolate 313-11.01.2017 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;254;MN116283;HIV-1 isolate 301-23.12.2016 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;255;MK589646;HIV-1 isolate KRS6183 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;256;MK589566;HIV-1 isolate KRS5396 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;257;MH666908;HIV-1 isolate MOW243257 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;258;MH666785;HIV-1 isolate MOW211045 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;259;MH666372;HIV-1 isolate MOW103479 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;260;MH330358;HIV-1 isolate IRK014 from Russia, complete genome
100_liquor_Chelyabinsk;261;MG211641;HIV-1 isolate 16Tomsk2569 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;262;KR233389;HIV-1 isolate SRT099 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;263;OP805459;HIV-1 isolate 237_KRS_08.21 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;264;OM856439;HIV-1 isolate Oryol.2599 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;265;OM744435;HIV-1 isolate Oryol.648 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;266;OM049998;"HIV-1 isolate 175-1313 from Russia nonfunctional pol protein (pol) gene, partial sequence; and gag protein (gag) gene, partial cds"
100_liquor_Chelyabinsk;267;OM049986;"HIV-1 isolate 149-1188 from Russia nonfunctional pol protein (pol) gene, partial sequence; and gag protein (gag) gene, partial cds"
100_liquor_Chelyabinsk;268;KJ722092;HIV-1 isolate RU_NNG546 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;269;KJ722079;HIV-1 isolate RU_NNG444 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;270;KJ499587;HIV-1 isolate RU_KZN046 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;271;KF177160;HIV-1 isolate RU_KHB037 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;272;HQ161924;HIV-1 isolate SML080 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;273;HQ161914;HIV-1 isolate VLD136 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;274;GQ867625;HIV-1 isolate Dag41 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;275;FJ822072;HIV-1 isolate 18 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;276;EU345867;HIV-1 isolate RUJA03 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;277;MH667168;HIV-1 isolate MOW295009 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;278;MH330357;HIV-1 isolate IRK007 from Russia, complete genome
100_liquor_Chelyabinsk;279;MK245693;HIV-1 isolate 442_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;280;KY235849;HIV-1 isolate 13UZ56 from Uzbekistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;281;KR233365;HIV-1 isolate KRD030 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;282;KR233339;HIV-1 isolate SRT053 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;283;OP805432;HIV-1 isolate 210_KRS_03.21 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;284;OM856603;HIV-1 isolate Oryol.5436 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;285;KJ722104;HIV-1 isolate RU_NNG560 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;286;KJ722101;HIV-1 isolate RU_NNG556 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;287;KJ722083;HIV-1 isolate RU_NNG508 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;288;KC509829;HIV-1 isolate RU_IRK007 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;289;KC509795;HIV-1 isolate RU_IRK079 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;290;KC509776;HIV-1 isolate RU_IRK027 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;291;KC254597;HIV-1 isolate BLG033 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;292;KC156532;HIV-1 isolate RU_BLG002 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;293;HE657500;HIV-1 M:A Mn-3-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;294;MK931795;HIV-1 isolate RU_ERS_1134_2017 from Russia pol protein (pol) and gag protein (gag) genes, partial cds >gi|1824673978|gb|MK931993.1| HIV-1 isolate RU_ERS_2441_2017 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;295;MK931741;HIV-1 isolate RU_ERS_0899_2016 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;296;MN235925;HIV-1 isolate IZH125 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;297;MK029156;HIV-1 isolate 16022 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;298;MH666661;HIV-1 isolate MOW188276 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;299;MH666619;HIV-1 isolate MOW176853 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;300;MH666601;HIV-1 isolate MOW171197 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;301;MH666546;HIV-1 isolate MOW141752 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;302;MH666401;HIV-1 isolate MOW111140 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;303;MH494288;HIV-1 isolate MnObl_90 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;304;KR233394;HIV-1 isolate VLD034 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;305;KR233393;HIV-1 isolate VLD022 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;306;OM744472;HIV-1 isolate Oryol.1557 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;307;OM050117;HIV-1 isolate 94-94a from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;308;KC509837;HIV-1 isolate RU_KHB002 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;309;KC509804;HIV-1 isolate RU_IRK094 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;310;HQ424155;HIV-1 isolate KRD050 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;311;AY500393;HIV-1 isolate 03RU20-06-13 from Russia, complete genome
100_liquor_Chelyabinsk;312;MK931812;HIV-1 isolate RU_ERS_1468_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;313;MK589634;HIV-1 isolate KRS6171 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;314;MK589604;HIV-1 isolate KRS5731 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;315;MK589490;HIV-1 isolate KRS4215 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;316;MH330368;HIV-1 isolate IRK042 from Russia, complete genome
100_liquor_Chelyabinsk;317;KY052009;HIV-1 isolate UDM933 from Russia pol protein (pol) gene, partial cds >gi|1383520214|gb|KY052010.1| HIV-1 isolate UDM936 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;318;KR233352;HIV-1 isolate VLD114 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;319;OP330417;HIV-1 isolate RES_1212 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;320;OP330410;HIV-1 isolate RES_1279 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;321;KM190960;HIV-1 strain MnObl-78 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;322;OM856397;HIV-1 isolate Oryol.1299 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;323;OM744649;HIV-1 isolate Oryol.5819 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;324;KJ722087;HIV-1 isolate RU_NNG512 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;325;KC509885;HIV-1 isolate RU_KHB153 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;326;HQ129999;HIV-1 isolate 09RU2102 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;327;MK931906;HIV-1 isolate RU_ERS_1909_2009 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;328;MK931681;HIV-1 isolate RU_ERS_0659_2015 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;329;MK245663;HIV-1 isolate 348_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;330;MH543095;HIV-1 isolate 231_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;331;KR233403;HIV-1 isolate SRT041 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;332;OM856664;HIV-1 isolate Oryol.5807 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;333;OM744471;HIV-1 isolate Oryol.1507 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;334;KJ722082;HIV-1 isolate RU_NNG504 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;335;KJ499575;HIV-1 isolate RU_KZN034 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;336;KC509831;HIV-1 isolate RU_IRK009 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;337;MW054697;HIV-1 isolate 638-07.12.2019 from Russia pol protein (pol) gene, partial cds.
100_liquor_Chelyabinsk;338;HE657486;HIV-1 M:A Gr-11-A partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;339;MK931623;HIV-1 isolate RU_ERS_0420_2014 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;340;MK931614;HIV-1 isolate RU_ERS_0409_2014 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;341;MK931613;HIV-1 isolate RU_ERS_0408_2014 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;342;MK589647;HIV-1 isolate KRS6184 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;343;OM856667;HIV-1 isolate Oryol.5818 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;344;OL792422;HIV-1 isolate 1311000706 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;345;KF257869;HIV-1 isolate Orb482 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;346;KC509830;HIV-1 isolate RU_IRK008 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;347;MW229184;HIV-1 isolate 119_KRS_01.20 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;348;HE577614;HIV-1 M:A MnObl-02-A-BY partial gag-pol gene for polyprotein, protease and reverse transcriptase region, genomic RNA
100_liquor_Chelyabinsk;349;MK932007;HIV-1 isolate RU_ERS_2500_2017 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;350;MK931690;HIV-1 isolate RU_ERS_0687_2015 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;351;MK589574;HIV-1 isolate KRS5405 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;352;MH666848;HIV-1 isolate MOW230272 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;353;KR233397;HIV-1 isolate SRT024 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;354;OP330437;HIV-1 isolate HIV_1259 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;355;OP330415;HIV-1 isolate RES_1332 from Belarus pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;356;OM856385;HIV-1 isolate Oryol.1023 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;357;OL792319;HIV-1 isolate 1311000377 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;358;KJ722129;HIV-1 isolate RU_NNG590 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;359;KF177161;HIV-1 isolate RU_KHB040 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;360;KC254628;HIV-1 isolate IRK055 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;361;MK931511;HIV-1 isolate RU_ERS_0741_2015 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;362;OP298210;HIV-1 isolate 1151_1 from Poland pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;363;OM744700;HIV-1 isolate Oryol.6615 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;364;MK589681;HIV-1 isolate KRS6355 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;365;MK029195;HIV-1 isolate 18783 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;366;KP090078;HIV-1 isolate NNO664/RU from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;367;OM744592;HIV-1 isolate Oryol.4853 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;368;OL752830;HIV-1 isolate 21KG129 from Kyrgyzstan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;369;KF177166;HIV-1 isolate RU_KHB106 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;370;MK931898;HIV-1 isolate RU_ERS_1897_2008 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;371;MK931827;HIV-1 isolate RU_ERS_1594_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;372;MK931813;HIV-1 isolate RU_ERS_1469_2007 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;373;MH666731;HIV-1 isolate MOW201258 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;374;MH666677;HIV-1 isolate MOW19197 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;375;MK510016;HIV-1 isolate HIV1_Arch4_2014 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;376;MK245708;HIV-1 isolate 464_TAJ from Tajikistan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;377;JX141199;HIV-1 isolate Bash336/RU from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;378;MW054662;HIV-1 isolate 580-22.11.2019 from Russia pol protein (pol) gene, partial cds.
100_liquor_Chelyabinsk;379;MK589486;HIV-1 isolate KRS4209 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;380;OP298885;HIV-1 isolate 188_0WR from Poland pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;381;OM744569;HIV-1 isolate Oryol.4421 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;382;MT369996;HIV-1 isolate RU_ERS_1121_2016 from Russia, complete genome
100_liquor_Chelyabinsk;383;MH667121;HIV-1 isolate MOW285258 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;384;MH666900;HIV-1 isolate MOW242488 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;385;OM744515;HIV-1 isolate Oryol.2401 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;386;KC509824;HIV-1 isolate RU_IRK117 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;387;MH666905;HIV-1 isolate MOW243123 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;388;MH666805;HIV-1 isolate MOW214455 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;389;MH666583;HIV-1 isolate MOW153796 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;390;MH666558;HIV-1 isolate MOW144329 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;391;OM856473;HIV-1 isolate Oryol.4058 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;392;KC509775;HIV-1 isolate RU_IRK026 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;393;MT452351;HIV-1 isolate KG_ADR_653_2018 from Kyrgyzstan pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;394;MK589677;HIV-1 isolate KRS6351 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;395;MH666523;HIV-1 isolate MOW136495 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;396;MH666796;HIV-1 isolate MOW212623 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;397;MH666578;HIV-1 isolate MOW15256 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;398;OL792493;HIV-1 isolate 1311000914 from Russia pol protein (pol) and gag protein (gag) genes, partial cds
100_liquor_Chelyabinsk;399;KC254620;HIV-1 isolate IRK040 from Russia pol protein (pol) gene, partial cds
100_liquor_Chelyabinsk;400;MK029171;HIV-1 isolate 16047 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;1;JX290271;HIV-1 isolate 09RU2272 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;2;JX290250;HIV-1 isolate 10RU6037 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;3;MG264385;HIV-1 isolate Rostov03 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;4;KF374810;HIV-1 isolate 11RU12082 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;5;JX290251;HIV-1 isolate 10RU6049 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;6;MG264384;HIV-1 isolate Rostov02 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;7;KX574386;HIV-1 isolate Kemerovo56 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;8;KF374820;HIV-1 isolate 11RU12152 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;9;KF374764;HIV-1 isolate 11RU9822 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;10;MG211616;HIV-1 isolate 16Tomsk2972 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;11;KF374794;HIV-1 isolate 11RU10830 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;12;KF374762;HIV-1 isolate 11RU9799 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;13;KF374735;HIV-1 isolate 11RU9512 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;14;KF374730;HIV-1 isolate 11RU9478 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;15;KF374725;HIV-1 isolate 11RU9383 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;16;JX290264;HIV-1 isolate 10RU6691 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;17;KF374819;HIV-1 isolate 11RU12145 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;18;KF374770;HIV-1 isolate 11RU9899 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;19;JX290260;HIV-1 isolate 10RU6498 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;20;KF374841;HIV-1 isolate 12RU17000 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;21;KF374816;HIV-1 isolate 11RU12130 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;22;KF374799;HIV-1 isolate 11RU11905 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;23;KF374769;HIV-1 isolate 11RU9872 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;24;KF374743;HIV-1 isolate 11RU9662 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;25;KF374742;HIV-1 isolate 11RU9661 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;26;KF374738;HIV-1 isolate 11RU9644 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;27;JX500700;HIV-1 isolate 10RU6649 from Russia, partial genome
185_plasma_Chelyabinsk;28;JX500698;HIV-1 isolate 11RU18n from Russia, partial genome
185_plasma_Chelyabinsk;29;JX290265;HIV-1 isolate 10RU6712 from Russia pol protein (pol) gene, partial cds
185_plasma_Chelyabinsk;30;JX290263;HIV-1 isolate 10RU6649 from Russia pol protein (pol) gene, partial cds
